query_id,eval_id,sample_name,target_formula,target_formula_key,formula_group_id,target_space_group,target_space_group_symbol,target_crystal_system,target_phase_id,target_database,target_database_id,target_cif_path,mapping_basis,notes
rruff__R050045-1,RRUFF:R050045-1,CaF2_225,CaF2,CaF2,Ca1|F2::sg::225,225,Fm-3m,cubic,rruff_amcsd_0008645,rruff,rruff_amcsd_0008645,real_spectra/CaF2_225/CaF2_225.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R070136-1,RRUFF:R070136-1,CaFe(SiO3)2_15,CaFe(SiO3)2,CaFe(SiO3)2,Ca1|Fe1|O6|Si2::sg::15,15,C2/c,monoclinic,rruff_amcsd_0000345,rruff,rruff_amcsd_0000345,real_spectra/CaFe(SiO3)2_15/CaFe(SiO3)2_15.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000103,opXRD:000103,CaGeH6CSO6_1,CaGeH6CSO6,CaGeH6CSO6,C1|Ca1|Ge1|H6|O6|S1::sg::1,1,P1,triclinic,opxrd_000103,opxrd,000103,real_spectra/CaGeH6CSO6_1/CaGeH6CSO6_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R040030-1,RRUFF:R040030-1,CaMg(CO3)2_148,CaMg(CO3)2,CaMg(CO3)2,C2|Ca1|Mg1|O6::sg::148,148,R-3,trigonal_hex,rruff_amcsd_0000086,rruff,rruff_amcsd_0000086,real_spectra/CaMg(CO3)2_148/CaMg(CO3)2_148.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R070123-1,RRUFF:R070123-1,CaMg(SiO3)2_15,CaMg(SiO3)2,CaMg(SiO3)2,Ca1|Mg1|O6|Si2::sg::15,15,C2/c,monoclinic,rruff_amcsd_0000340,rruff,rruff_amcsd_0000340,real_spectra/CaMg(SiO3)2_15/CaMg(SiO3)2_15.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R040126-1,RRUFF:R040126-1,CaMg3(CO3)4_155,CaMg3(CO3)4,CaMg3(CO3)4,C4|Ca1|Mg3|O12::sg::155,155,R32,trigonal_hex,rruff_amcsd_0001006,rruff,rruff_amcsd_0001006,real_spectra/CaMg3(CO3)4_155/CaMg3(CO3)4_155.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__001025,opXRD:001025,CaMgPH2O5_1,CaMgPH2O5,CaMgPH2O5,Ca1|H2|Mg1|O5|P1::sg::1,1,P1,triclinic,opxrd_001025,opxrd,001025,real_spectra/CaMgPH2O5_1/CaMgPH2O5_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000776,opXRD:000776,CaMgSiO3_1,CaMgSiO3,CaMgSiO3,Ca1|Mg1|O3|Si1::sg::1,1,P1,triclinic,opxrd_000776,opxrd,000776,real_spectra/CaMgSiO3_1/CaMgSiO3_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R040115-1,RRUFF:R040115-1,CaMgSiO4_62,CaMgSiO4,CaMgSiO4,Ca1|Mg1|O4|Si1::sg::62,62,Pnma,orthorhombic,rruff_amcsd_0001096,rruff,rruff_amcsd_0001096,real_spectra/CaMgSiO4_62/CaMgSiO4_62.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R040014-1,RRUFF:R040014-1,CaMn(SiO3)2_2,CaMn(SiO3)2,CaMn(SiO3)2,Ca1|Mn1|O6|Si2::sg::2,2,P-1,triclinic,rruff_amcsd_0010598,rruff,rruff_amcsd_0010598,real_spectra/CaMn(SiO3)2_2/CaMn(SiO3)2_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R060829-1,RRUFF:R060829-1,CaMn2O4_57,CaMn2O4,CaMn2O4,Ca1|Mn2|O4::sg::57,57,Pbcm,orthorhombic,rruff_amcsd_0012829,rruff,rruff_amcsd_0012829,real_spectra/CaMn2O4_57/CaMn2O4_57.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050355-1,RRUFF:R050355-1,CaMoO4_88,CaMoO4,CaMoO4,Ca1|Mo1|O4::sg::88,88,I4_1/a,tetragonal,rruff_amcsd_0013207,rruff,rruff_amcsd_0013207,real_spectra/CaMoO4_88/CaMoO4_88.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R060917-1,RRUFF:R060917-1,CaSi(HO2)2_43,CaSi(HO2)2,CaSi(HO2)2,Ca1|H2|O4|Si1::sg::43,43,Fdd2,orthorhombic,rruff_amcsd_0012227,rruff,rruff_amcsd_0012227,real_spectra/CaSi(HO2)2_43/CaSi(HO2)2_43.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050602-1,RRUFF:R050602-1,CaSi2(BO4)2_62,CaSi2(BO4)2,CaSi2(BO4)2,B2|Ca1|O8|Si2::sg::62,62,Pnma,orthorhombic,rruff_amcsd_0000395,rruff,rruff_amcsd_0000395,real_spectra/CaSi2(BO4)2_62/CaSi2(BO4)2_62.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__001088,opXRD:001088,CaSiH10CSO9_1,CaSiH10CSO9,CaSiH10CSO9,C1|Ca1|H10|O9|S1|Si1::sg::1,1,P1,triclinic,opxrd_001088,opxrd,001088,real_spectra/CaSiH10CSO9_1/CaSiH10CSO9_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000545,opXRD:000545,CaV2O8_1,CaV2O8,CaV2O8,Ca1|O8|V2::sg::1,1,P1,triclinic,opxrd_000545,opxrd,000545,real_spectra/CaV2O8_1/CaV2O8_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000497,opXRD:000497,CaV2P2(H4O7)2_1,CaV2P2(H4O7)2,CaV2P2(H4O7)2,Ca1|H8|O14|P2|V2::sg::1,1,P1,triclinic,opxrd_000497,opxrd,000497,real_spectra/CaV2P2(H4O7)2_1/CaV2P2(H4O7)2_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R060417-1,RRUFF:R060417-1,CaWO4_88,CaWO4,CaWO4,Ca1|O4|W1::sg::88,88,I4_1/a,tetragonal,rruff_amcsd_0013201,rruff,rruff_amcsd_0013201,real_spectra/CaWO4_88/CaWO4_88.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050416-1,RRUFF:R050416-1,CaZnSiH2O5_9,CaZnSiH2O5,CaZnSiH2O5,Ca1|H2|O5|Si1|Zn1::sg::9,9,Cc,monoclinic,rruff_amcsd_0010788,rruff,rruff_amcsd_0010788,real_spectra/CaZnSiH2O5_9/CaZnSiH2O5_9.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R060957-1,RRUFF:R060957-1,CaZrAl9BO18_173,CaZrAl9BO18,CaZrAl9BO18,Al9|B1|Ca1|O18|Zr1::sg::173,173,P6_3,hexagonal,rruff_amcsd_0000495,rruff,rruff_amcsd_0000495,real_spectra/CaZrAl9BO18_173/CaZrAl9BO18_173.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050677-1,RRUFF:R050677-1,CdCO3_167,CdCO3,CdCO3,C1|Cd1|O3::sg::167,167,R-3c,trigonal_hex,rruff_amcsd_0000103,rruff,rruff_amcsd_0000103,real_spectra/CdCO3_167/CdCO3_167.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R090045-1,RRUFF:R090045-1,CdS_186,CdS,CdS,Cd1|S1::sg::186,186,P6_3mc,hexagonal,rruff_amcsd_0011540,rruff,rruff_amcsd_0011540,real_spectra/CdS_186/CdS_186.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R060282-1,RRUFF:R060282-1,Ce4Ti2Fe3(Si2O11)2_12,Ce4Ti2Fe3(Si2O11)2,Ce4Ti2Fe3(Si2O11)2,Ce4|Fe3|O22|Si4|Ti2::sg::12,12,C2/m,monoclinic,rruff_amcsd_0005956,rruff,rruff_amcsd_0005956,real_spectra/Ce4Ti2Fe3(Si2O11)2_12/Ce4Ti2Fe3(Si2O11)2_12.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R060629-1,RRUFF:R060629-1,CeCO3F_190,CeCO3F,CeCO3F,C1|Ce1|F1|O3::sg::190,190,P-62c,hexagonal,rruff_amcsd_0000059,rruff,rruff_amcsd_0000059,real_spectra/CeCO3F_190/CeCO3F_190.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R060899-1,RRUFF:R060899-1,CeSiBO5_144,CeSiBO5,CeSiBO5,B1|Ce1|O5|Si1::sg::144,144,P3_1,trigonal_hex,rruff_amcsd_0018728,rruff,rruff_amcsd_0018728,real_spectra/CeSiBO5_144/CeSiBO5_144.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050089-1,RRUFF:R050089-1,Co2CuS4_227,Co2CuS4,Co2CuS4,Co2|Cu1|S4::sg::227,227,Fd-3m,cubic,rruff_amcsd_0013181,rruff,rruff_amcsd_0013181,real_spectra/Co2CuS4_227/Co2CuS4_227.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050593-1,RRUFF:R050593-1,CoAs3_204,CoAs3,CoAs3,As3|Co1::sg::204,204,Im-3,cubic,rruff_amcsd_0017606,rruff,rruff_amcsd_0017606,real_spectra/CoAs3_204/CoAs3_204.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000332,opXRD:000332,CsBeAlBO3_1,CsBeAlBO3,CsBeAlBO3,Al1|B1|Be1|Cs1|O3::sg::1,1,P1,triclinic,opxrd_000332,opxrd,000332,real_spectra/CsBeAlBO3_1/CsBeAlBO3_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050532-1,RRUFF:R050532-1,Cu2AsO5_14,Cu2AsO5,Cu2AsO5,As1|Cu2|O5::sg::14,14,P2_1/c,monoclinic,rruff_amcsd_0009598,rruff,rruff_amcsd_0009598,real_spectra/Cu2AsO5_14/Cu2AsO5_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__001053,opXRD:001053,Cu2H10SO9_1,Cu2H10SO9,Cu2H10SO9,Cu2|H10|O9|S1::sg::1,1,P1,triclinic,opxrd_001053,opxrd,001053,real_spectra/Cu2H10SO9_1/Cu2H10SO9_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050508-1,RRUFF:R050508-1,Cu2H2CO5_14,Cu2H2CO5,Cu2H2CO5,C1|Cu2|H2|O5::sg::14,14,P2_1/c,monoclinic,rruff_amcsd_0009305,rruff,rruff_amcsd_0009305,real_spectra/Cu2H2CO5_14/Cu2H2CO5_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R140763-1,RRUFF:R140763-1,Cu2O_224,Cu2O,Cu2O,Cu2|O1::sg::224,224,Pn-3m,cubic,rruff_amcsd_0007351,rruff,rruff_amcsd_0007351,real_spectra/Cu2O_224/Cu2O_224.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050067-1,RRUFF:R050067-1,Cu2S_14,Cu2S,Cu2S,Cu2|S1::sg::14,14,P2_1/c,monoclinic,rruff_amcsd_0010817,rruff,rruff_amcsd_0010817,real_spectra/Cu2S_14/Cu2S_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050670-1,RRUFF:R050670-1,Cu3As2H2PbO10_15,Cu3As2H2PbO10,Cu3As2H2PbO10,As2|Cu3|H2|O10|Pb1::sg::15,15,C2/c,monoclinic,rruff_amcsd_0009665,rruff,rruff_amcsd_0009665,real_spectra/Cu3As2H2PbO10_15/Cu3As2H2PbO10_15.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R070092-1,RRUFF:R070092-1,Cu3AsO7_14,Cu3AsO7,Cu3AsO7,As1|Cu3|O7::sg::14,14,P2_1/c,monoclinic,rruff_amcsd_0009293,rruff,rruff_amcsd_0009293,real_spectra/Cu3AsO7_14/Cu3AsO7_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050373-1,RRUFF:R050373-1,Cu3AsS4_31,Cu3AsS4,Cu3AsS4,As1|Cu3|S4::sg::31,31,Pmn2_1,orthorhombic,rruff_amcsd_0009381,rruff,rruff_amcsd_0009381,real_spectra/Cu3AsS4_31/Cu3AsS4_31.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050327-1,RRUFF:R050327-1,Cu3BiS3_19,Cu3BiS3,Cu3BiS3,Bi1|Cu3|S3::sg::19,19,P2_12_12_1,orthorhombic,rruff_amcsd_0009490,rruff,rruff_amcsd_0009490,real_spectra/Cu3BiS3_19/Cu3BiS3_19.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050638-1,RRUFF:R050638-1,Cu3H2(CO4)2_14,Cu3H2(CO4)2,Cu3H2(CO4)2,C2|Cu3|H2|O8::sg::14,14,P2_1/c,monoclinic,rruff_amcsd_0008598,rruff,rruff_amcsd_0008598,real_spectra/Cu3H2(CO4)2_14/Cu3H2(CO4)2_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050212-1,RRUFF:R050212-1,Cu3H4SO8_62,Cu3H4SO8,Cu3H4SO8,Cu3|H4|O8|S1::sg::62,62,Pnma,orthorhombic,rruff_amcsd_0005229,rruff,rruff_amcsd_0005229,real_spectra/Cu3H4SO8_62/Cu3H4SO8_62.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000733,opXRD:000733,Cu4H7SO9_1,Cu4H7SO9,Cu4H7SO9,Cu4|H7|O9|S1::sg::1,1,P1,triclinic,opxrd_000733,opxrd,000733,real_spectra/Cu4H7SO9_1/Cu4H7SO9_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R040175-1,RRUFF:R040175-1,Cu5(PO6)2_14,Cu5(PO6)2,Cu5(PO6)2,Cu5|O12|P2::sg::14,14,P2_1/c,monoclinic,rruff_amcsd_0000600,rruff,rruff_amcsd_0000600,real_spectra/Cu5(PO6)2_14/Cu5(PO6)2_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050133-1,RRUFF:R050133-1,Cu5Si4(HO7)2_61,Cu5Si4(HO7)2,Cu5Si4(HO7)2,Cu5|H2|O14|Si4::sg::61,61,Pbca,orthorhombic,rruff_amcsd_0000578,rruff,rruff_amcsd_0000578,real_spectra/Cu5Si4(HO7)2_61/Cu5Si4(HO7)2_61.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050507-1,RRUFF:R050507-1,CuAsPbO5_19,CuAsPbO5,CuAsPbO5,As1|Cu1|O5|Pb1::sg::19,19,P2_12_12_1,orthorhombic,rruff_amcsd_0014532,rruff,rruff_amcsd_0014532,real_spectra/CuAsPbO5_19/CuAsPbO5_19.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__001054,opXRD:001054,CuBi3PbS6_1,CuBi3PbS6,CuBi3PbS6,Bi3|Cu1|Pb1|S6::sg::1,1,P1,triclinic,opxrd_001054,opxrd,001054,real_spectra/CuBi3PbS6_1/CuBi3PbS6_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050354-1,RRUFF:R050354-1,CuH10SO9_2,CuH10SO9,CuH10SO9,Cu1|H10|O9|S1::sg::2,2,P-1,triclinic,rruff_amcsd_0010779,rruff,rruff_amcsd_0010779,real_spectra/CuH10SO9_2/CuH10SO9_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050270-1,RRUFF:R050270-1,CuH4Pb2(ClO2)2_99,CuH4Pb2(ClO2)2,CuH4Pb2(ClO2)2,Cl2|Cu1|H4|O4|Pb2::sg::99,99,P4mm,tetragonal,rruff_amcsd_0005469,rruff,rruff_amcsd_0005469,real_spectra/CuH4Pb2(ClO2)2_99/CuH4Pb2(ClO2)2_99.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050364-1,RRUFF:R050364-1,CuSbPbS3_31,CuSbPbS3,CuSbPbS3,Cu1|Pb1|S3|Sb1::sg::31,31,Pmn2_1,orthorhombic,rruff_amcsd_0010713,rruff,rruff_amcsd_0010713,real_spectra/CuSbPbS3_31/CuSbPbS3_31.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R040028-1,RRUFF:R040028-1,CuSi(HO2)2_148,CuSi(HO2)2,CuSi(HO2)2,Cu1|H2|O4|Si1::sg::148,148,R-3,trigonal_hex,rruff_amcsd_0000587,rruff,rruff_amcsd_0000587,real_spectra/CuSi(HO2)2_148/CuSi(HO2)2_148.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R040024-1,RRUFF:R040024-1,Fe2O3_167,Fe2O3,Fe2O3,Fe2|O3::sg::167,167,R-3c,trigonal_hex,rruff_amcsd_0000143,rruff,rruff_amcsd_0000143,real_spectra/Fe2O3_167/Fe2O3_167.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050395-1,RRUFF:R050395-1,Fe2O3_206,Fe2O3,Fe2O3,Fe2|O3::sg::206,206,Ia-3,cubic,rruff_amcsd_0021090,rruff,rruff_amcsd_0021090,real_spectra/Fe2O3_206/Fe2O3_206.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000505,opXRD:000505,Fe2PHO5_1,Fe2PHO5,Fe2PHO5,Fe2|H1|O5|P1::sg::1,1,P1,triclinic,opxrd_000505,opxrd,000505,real_spectra/Fe2PHO5_1/Fe2PHO5_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050614-1,RRUFF:R050614-1,Fe2PHO5_14,Fe2PHO5,Fe2PHO5,Fe2|H1|O5|P1::sg::14,14,P2_1/c,monoclinic,rruff_amcsd_0010339,rruff,rruff_amcsd_0010339,real_spectra/Fe2PHO5_14/Fe2PHO5_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050279-1,RRUFF:R050279-1,Fe2PO4F_15,Fe2PO4F,Fe2PO4F,F1|Fe2|O4|P1::sg::15,15,C2/c,monoclinic,rruff_amcsd_0012458,rruff,rruff_amcsd_0012458,real_spectra/Fe2PO4F_15/Fe2PO4F_15.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R060910-1,RRUFF:R060910-1,Fe2Si2SbO9_8,Fe2Si2SbO9,Fe2Si2SbO9,Fe2|O9|Sb1|Si2::sg::8,8,Cm,monoclinic,rruff_amcsd_0015317,rruff,rruff_amcsd_0015317,real_spectra/Fe2Si2SbO9_8/Fe2Si2SbO9_8.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R070374-1,RRUFF:R070374-1,Fe2SiO4_62,Fe2SiO4,Fe2SiO4,Fe2|O4|Si1::sg::62,62,Pnma,orthorhombic,rruff_amcsd_0000480,rruff,rruff_amcsd_0000480,real_spectra/Fe2SiO4_62/Fe2SiO4_62.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050477-1,RRUFF:R050477-1,Fe3BO5_55,Fe3BO5,Fe3BO5,B1|Fe3|O5::sg::55,55,Pbam,orthorhombic,rruff_amcsd_0000909,rruff,rruff_amcsd_0000909,real_spectra/Fe3BO5_55/Fe3BO5_55.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000235,opXRD:000235,Fe3P2H3O10_1,Fe3P2H3O10,Fe3P2H3O10,Fe3|H3|O10|P2::sg::1,1,P1,triclinic,opxrd_000235,opxrd,000235,real_spectra/Fe3P2H3O10_1/Fe3P2H3O10_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000111,opXRD:000111,Fe3S3O23_1,Fe3S3O23,Fe3S3O23,Fe3|O23|S3::sg::1,1,P1,triclinic,opxrd_000111,opxrd,000111,real_spectra/Fe3S3O23_1/Fe3S3O23_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R060185-1,RRUFF:R060185-1,FeAs2_58,FeAs2,FeAs2,As2|Fe1::sg::58,58,Pnnm,orthorhombic,rruff_amcsd_0011935,rruff,rruff_amcsd_0011935,real_spectra/FeAs2_58/FeAs2_58.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050349-1,RRUFF:R050349-1,FeCO3_167,FeCO3,FeCO3,C1|Fe1|O3::sg::167,167,R-3c,trigonal_hex,rruff_amcsd_0000101,rruff,rruff_amcsd_0000101,real_spectra/FeCO3_167/FeCO3_167.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050403-1,RRUFF:R050403-1,FeCuO2_166,FeCuO2,FeCuO2,Cu1|Fe1|O2::sg::166,166,R-3m,trigonal_hex,rruff_amcsd_0000018,rruff,rruff_amcsd_0000018,real_spectra/FeCuO2_166/FeCuO2_166.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050208-1,RRUFF:R050208-1,FeCuS2_122,FeCuS2,FeCuS2,Cu1|Fe1|S2::sg::122,122,I-42d,tetragonal,rruff_amcsd_0009476,rruff,rruff_amcsd_0009476,real_spectra/FeCuS2_122/FeCuS2_122.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000306,opXRD:000306,FeS_160,FeS,FeS,Fe1|S1::sg::160,160,R3m,trigonal_hex,opxrd_000306,opxrd,000306,real_spectra/FeS_160/FeS_160.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050430-1,RRUFF:R050430-1,FeSb6(Pb2S7)2_14,FeSb6(Pb2S7)2,FeSb6(Pb2S7)2,Fe1|Pb4|S14|Sb6::sg::14,14,P2_1/c,monoclinic,rruff_amcsd_0010581,rruff,rruff_amcsd_0010581,real_spectra/FeSb6(Pb2S7)2_14/FeSb6(Pb2S7)2_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000365,opXRD:000365,FeWO2_1,FeWO2,FeWO2,Fe1|O2|W1::sg::1,1,P1,triclinic,opxrd_000365,opxrd,000365,real_spectra/FeWO2_1/FeWO2_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050632-1,RRUFF:R050632-1,FeWO4_13,FeWO4,FeWO4,Fe1|O4|W1::sg::13,13,P2/c,monoclinic,rruff_amcsd_0000230,rruff,rruff_amcsd_0000230,real_spectra/FeWO4_13/FeWO4_13.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000130,opXRD:000130,HC2_1,HC2,HC2,C2|H1::sg::1,1,P1,triclinic,opxrd_000130,opxrd,000130,real_spectra/HC2_1/HC2_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050271-1,RRUFF:R050271-1,HPbClO_12,HPbClO,HPbClO,Cl1|H1|O1|Pb1::sg::12,12,C2/m,monoclinic,rruff_amcsd_0014500,rruff,rruff_amcsd_0014500,real_spectra/HPbClO_12/HPbClO_12.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000198,opXRD:000198,HPbClO_6,HPbClO,HPbClO,Cl1|H1|O1|Pb1::sg::6,6,Pm,monoclinic,opxrd_000198,opxrd,000198,real_spectra/HPbClO_6/HPbClO_6.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050453-1,RRUFF:R050453-1,Hg(SbS2)4_15,Hg(SbS2)4,Hg(SbS2)4,Hg1|S8|Sb4::sg::15,15,C2/c,monoclinic,rruff_amcsd_0010580,rruff,rruff_amcsd_0010580,real_spectra/Hg(SbS2)4_15/Hg(SbS2)4_15.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000615,opXRD:000615,HgS_183,HgS,HgS,Hg1|S1::sg::183,183,P6mm,hexagonal,opxrd_000564,opxrd,000564,real_spectra/HgS_183/HgS_183.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050550-1,RRUFF:R050550-1,HgSe_216,HgSe,HgSe,Hg1|Se1::sg::216,216,F-43m,cubic,rruff_amcsd_0000050,rruff,rruff_amcsd_0000050,real_spectra/HgSe_216/HgSe_216.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R070209-1,RRUFF:R070209-1,K2Ca2Mg(S2O9)2_2,K2Ca2Mg(S2O9)2,K2Ca2Mg(S2O9)2,Ca2|K2|Mg1|O18|S4::sg::2,2,P-1,triclinic,rruff_amcsd_0010450,rruff,rruff_amcsd_0010450,real_spectra/K2Ca2Mg(S2O9)2_2/K2Ca2Mg(S2O9)2_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R060578-1,RRUFF:R060578-1,K2Ca5S6O25_15,K2Ca5S6O25,K2Ca5S6O25,Ca5|K2|O25|S6::sg::15,15,C2/c,monoclinic,rruff_amcsd_0010819,rruff,rruff_amcsd_0010819,real_spectra/K2Ca5S6O25_15/K2Ca5S6O25_15.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R061002-1,RRUFF:R061002-1,K2CaH2S2O9_11,K2CaH2S2O9,K2CaH2S2O9,Ca1|H2|K2|O9|S2::sg::11,11,P2_1/m,monoclinic,rruff_amcsd_0010642,rruff,rruff_amcsd_0010642,real_spectra/K2CaH2S2O9_11/K2CaH2S2O9_11.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__001003,opXRD:001003,K2Fe2S5Cl_1,K2Fe2S5Cl,K2Fe2S5Cl,Cl1|Fe2|K2|S5::sg::1,1,P1,triclinic,opxrd_001003,opxrd,001003,real_spectra/K2Fe2S5Cl_1/K2Fe2S5Cl_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R070285-1,RRUFF:R070285-1,K2Mg2(SO4)3_198,K2Mg2(SO4)3,K2Mg2(SO4)3,K2|Mg2|O12|S3::sg::198,198,P2_13,cubic,rruff_amcsd_0017885,rruff,rruff_amcsd_0017885,real_spectra/K2Mg2(SO4)3_198/K2Mg2(SO4)3_198.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R140802-1,RRUFF:R140802-1,K3Al5P8(H21O25)2_167,K3Al5P8(H21O25)2,K3Al5P8(H21O25)2,Al5|H42|K3|O50|P8::sg::167,167,R-3c,trigonal_hex,rruff_amcsd_0012725,rruff,rruff_amcsd_0012725,real_spectra/K3Al5P8(H21O25)2_167/K3Al5P8(H21O25)2_167.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050022-1,RRUFF:R050022-1,KCu24Ag9H48Pb26(Cl31O24)2_221,KCu24Ag9H48Pb26(Cl31O24)2,KCu24Ag9H48Pb26(Cl31O24)2,Ag9|Cl62|Cu24|H48|K1|O48|Pb26::sg::221,221,Pm-3m,cubic,rruff_amcsd_0005684,rruff,rruff_amcsd_0005684,real_spectra/KCu24Ag9H48Pb26(Cl31O24)2_221/KCu24Ag9H48Pb26(Cl31O24)2_221.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000609,opXRD:000609,KFeHS2O7_1,KFeHS2O7,KFeHS2O7,Fe1|H1|K1|O7|S2::sg::1,1,P1,triclinic,opxrd_000609,opxrd,000609,real_spectra/KFeHS2O7_1/KFeHS2O7_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000534,opXRD:000534,KFeS3_1,KFeS3,KFeS3,Fe1|K1|S3::sg::1,1,P1,triclinic,opxrd_000534,opxrd,000534,real_spectra/KFeS3_1/KFeS3_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
rruff__R050648-1,RRUFF:R050648-1,KLi3Zr2(Si2O5)6_192,KLi3Zr2(Si2O5)6,KLi3Zr2(Si2O5)6,K1|Li3|O30|Si12|Zr2::sg::192,192,P6/mcc,hexagonal,rruff_amcsd_0005692,rruff,rruff_amcsd_0005692,real_spectra/KLi3Zr2(Si2O5)6_192/KLi3Zr2(Si2O5)6_192.cif,benchmark_target_mapping,Target CIF path is relative to this release.
opxrd__000555,opXRD:000555,KLiSiSnO3_1,KLiSiSnO3,KLiSiSnO3,K1|Li1|O3|Si1|Sn1::sg::1,1,P1,triclinic,opxrd_000555,opxrd,000555,real_spectra/KLiSiSnO3_1/KLiSiSnO3_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
